id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
2656,6849-WLEYG,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,19.75,19.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,1
2657,4659-NZRUF,2018-04-01,2019-11-01,Month-to-month,Yes,Electronic check,95.15,1789.25,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,No,No,Yes,1
2658,4531-AUZNK,2015-11-01,,One year,Yes,Mailed check,95.15,5000.05,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
2659,4191-XOVOM,2014-11-01,,Month-to-month,No,Electronic check,105.4,6713.2,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
2660,2150-OEGBV,2017-11-01,,One year,No,Bank transfer (automatic),20.1,562.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2661,8429-XIBUM,2018-02-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,No,No,Yes,1
2662,1855-CFULU,2019-10-01,,Month-to-month,No,Mailed check,20.05,91.45,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,0
2663,4878-BUNFV,2016-08-01,,Two year,No,Mailed check,20.7,828.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2664,1872-EBWSC,2017-09-01,,One year,No,Mailed check,20.35,617.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2665,2608-BHKFN,2019-06-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2666,7026-YMSBE,2017-08-01,,One year,No,Mailed check,19.7,625.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2667,7341-LXCAF,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,74.65,301.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,1
2668,6997-UVGOX,2014-03-01,,Two year,No,Bank transfer (automatic),85.45,6029.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
2669,9674-EHPPG,2016-04-01,,Two year,No,Credit card (automatic),40.4,1842.7,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,No,No,0
2670,9462-MJUAW,2019-09-01,2020-01-01,Month-to-month,No,Mailed check,50.4,206.6,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,1
2671,8128-YVJRG,2019-05-01,2019-12-01,Month-to-month,Yes,Mailed check,79.65,604.7,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,1
2672,5440-VHLUL,2014-05-01,,One year,Yes,Bank transfer (automatic),105.2,7386.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
2673,5781-BKHOP,2014-02-01,,Two year,No,Bank transfer (automatic),100.65,7334.05,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,Yes,0
2674,4283-FUTGF,2018-05-01,2019-12-01,Month-to-month,Yes,Electronic check,79.85,1471.75,Fiber optic,No,No,Yes,No,No,No,Male,1,No,No,Yes,1
2675,5213-TWWJU,2017-10-01,,Month-to-month,No,Electronic check,91.0,2626.15,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,No,No,No,0
2676,1569-TTNYJ,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,78.75,412.1,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,1
2677,8628-MFKAX,2014-02-01,,Two year,Yes,Credit card (automatic),116.75,8277.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
2678,2397-BRLOM,2019-04-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Fiber optic,No,No,No,No,Yes,No,Male,1,Yes,Yes,No,1
2679,7629-WIXZF,2019-07-01,,One year,Yes,Electronic check,59.1,369.25,DSL,Yes,No,No,No,No,Yes,Female,0,No,No,No,0
2680,5445-GLVOT,2018-04-01,,Month-to-month,Yes,Electronic check,49.8,1049.05,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
2681,3976-HXHCE,2014-02-01,,Two year,No,Bank transfer (automatic),19.3,1414.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2682,2466-NEJOJ,2019-06-01,,Month-to-month,No,Credit card (automatic),19.65,169.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2683,0254-KCJGT,2015-10-01,,One year,Yes,Credit card (automatic),81.4,4354.45,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
2684,5472-CVMDX,2014-06-01,,Two year,No,Mailed check,38.9,2719.2,DSL,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,0
2685,6461-SZMCV,2014-03-01,,Two year,No,Bank transfer (automatic),87.95,6365.35,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2686,8150-QUDFX,2019-12-01,,Month-to-month,No,Mailed check,19.85,51.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2687,9508-ILZDG,2017-04-01,,Month-to-month,Yes,Electronic check,96.35,3190.25,Fiber optic,No,Yes,No,Yes,Yes,No,Female,1,No,No,Yes,0
2688,2346-DJQTB,2017-03-01,,Month-to-month,No,Electronic check,24.15,812.5,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
2689,1697-LYYYX,2015-01-01,,One year,No,Credit card (automatic),19.1,1143.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2690,1942-OQFRW,2020-01-01,,Month-to-month,No,Electronic check,44.0,44.0,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
2691,4749-VFKVB,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,50.1,50.1,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,1
2692,9640-ZSLDC,2015-09-01,,One year,No,Credit card (automatic),60.6,3297.0,DSL,No,No,Yes,No,No,Yes,Female,0,Yes,Yes,No,0
2693,4231-LZUYM,2014-02-01,,Two year,No,Bank transfer (automatic),25.65,1887.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
2694,7598-UAASY,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,76.4,151.8,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,No,1
2695,7938-OUHIO,2019-07-01,2019-10-01,Month-to-month,Yes,Electronic check,98.7,293.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,1
2696,8510-AWCXC,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,100.8,1308.1,Fiber optic,Yes,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
2697,6128-AQBMT,2016-09-01,,Month-to-month,Yes,Electronic check,53.95,2215.4,DSL,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,0
2698,3594-BDSOA,2018-02-01,,One year,No,Credit card (automatic),20.4,482.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
2699,0431-APWVY,2017-06-01,2019-10-01,One year,Yes,Bank transfer (automatic),90.1,2598.95,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,1
2700,5133-VRSAB,2019-06-01,,Month-to-month,No,Mailed check,29.35,216.45,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
2701,6838-YAUVY,2015-08-01,,Two year,Yes,Bank transfer (automatic),95.1,5064.85,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,0
2702,0484-JPBRU,2016-09-01,,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
2703,7883-ROJOC,2018-07-01,,Month-to-month,No,Mailed check,44.9,839.65,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,0
2704,0244-LGNFY,2014-02-01,,Two year,No,Bank transfer (automatic),92.65,6733.0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2705,7274-CGTOD,2014-12-01,,Two year,Yes,Bank transfer (automatic),43.7,2618.3,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,No,0
2706,4295-YURET,2015-06-01,,Two year,Yes,Credit card (automatic),72.6,4084.35,DSL,Yes,No,No,Yes,Yes,Yes,Female,1,Yes,Yes,No,0
2707,3426-NIYYL,2018-10-01,2020-01-01,Month-to-month,No,Electronic check,51.55,765.5,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,1
2708,8225-BTJAU,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,79.25,793.55,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,No,1
2709,4635-EJYPD,2017-06-01,,Two year,No,Mailed check,18.95,613.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2710,1866-ZSLJM,2018-05-01,,Month-to-month,No,Credit card (automatic),20.5,402.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2711,4636-TVXVG,2014-12-01,,One year,No,Bank transfer (automatic),19.95,1244.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2712,4236-UJPWO,2019-12-01,,Month-to-month,No,Electronic check,24.5,46.4,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
2713,9392-XBGTD,2017-11-01,,Two year,No,Mailed check,20.6,581.85,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
2714,3387-VATUS,2019-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,1
2715,6402-SSEJG,2018-01-01,,One year,No,Electronic check,61.05,1540.2,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,0
2716,1143-NMNQJ,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,85.7,169.8,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,1
2717,1169-SAOCL,2016-01-01,,One year,Yes,Bank transfer (automatic),106.65,5168.1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
2718,1110-KYLGQ,2014-11-01,,Month-to-month,No,Credit card (automatic),108.25,6780.1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
2719,9929-PLVPA,2019-10-01,,Month-to-month,No,Credit card (automatic),20.4,94.5,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
2720,3518-PZXZQ,2020-01-01,,Month-to-month,Yes,Mailed check,55.3,55.3,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No,0
2721,2371-JUNGC,2019-03-01,,Month-to-month,No,Mailed check,20.25,208.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2722,7693-QPEFS,2015-10-01,,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,0
2723,0924-BJCRC,2015-02-01,,Month-to-month,No,Electronic check,89.45,5294.6,Fiber optic,No,Yes,No,No,No,Yes,Female,1,Yes,No,Yes,0
2724,5074-FBGHB,2014-10-01,,One year,Yes,Credit card (automatic),104.65,6889.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
2725,2351-BKRZW,2016-07-01,,Two year,No,Bank transfer (automatic),75.2,3254.35,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
2726,4455-BFSPD,2015-01-01,,One year,No,Bank transfer (automatic),101.15,6383.9,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2727,0415-MOSGF,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,44.4,44.4,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
2728,1724-BQUHA,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,89.5,477.7,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No,1
2729,3948-KXDUF,2014-08-01,,Two year,No,Bank transfer (automatic),68.75,4447.55,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
2730,2323-ARSVR,2014-07-01,,Two year,Yes,Electronic check,111.05,7321.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
2731,0815-MFZGM,2016-08-01,,Two year,Yes,Credit card (automatic),99.0,4135.0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
2732,4826-XTSOH,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,86.05,86.05,Fiber optic,No,No,No,No,Yes,No,Male,1,Yes,No,Yes,1
2733,5480-XTFFL,2017-07-01,,Two year,No,Mailed check,21.0,697.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2734,8295-FHIVV,2019-07-01,,Month-to-month,Yes,Mailed check,19.4,168.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2735,2495-INZWQ,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,44.55,174.3,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No,1
2736,9086-YJYXS,2017-04-01,,One year,No,Bank transfer (automatic),77.2,2753.8,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
2737,1179-INLAT,2019-11-01,,One year,Yes,Mailed check,19.45,69.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2738,7909-FIOIY,2018-07-01,,Month-to-month,Yes,Mailed check,24.85,434.8,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2739,4139-SUGLD,2017-06-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,Yes,No,1
2740,6857-VWJDT,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,95.65,95.65,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
2741,6351-SCJKT,2019-11-01,,Month-to-month,No,Mailed check,41.35,107.25,DSL,Yes,No,Yes,Yes,No,No,Male,0,No,No,No,0
2742,5468-BPMMO,2016-04-01,,Month-to-month,No,Electronic check,19.6,851.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2743,5624-BQSSA,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,20.95,20.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2744,0197-PNKNK,2014-05-01,,One year,No,Bank transfer (automatic),84.45,5848.6,Fiber optic,Yes,No,Yes,No,No,No,Female,0,Yes,Yes,Yes,0
2745,2439-QKJUL,2019-09-01,,Month-to-month,No,Mailed check,20.25,109.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2746,1194-SPVSP,2020-01-01,,Month-to-month,No,Bank transfer (automatic),19.65,19.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2747,9534-NSXEM,2017-12-01,,One year,Yes,Credit card (automatic),20.65,595.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2748,2408-WITXK,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,34.7,329.8,DSL,No,No,No,No,No,Yes,Female,1,No,No,No,1
2749,8929-KSWIH,2018-01-01,,Two year,No,Bank transfer (automatic),99.3,2513.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
2750,2250-IVBWA,2014-10-01,,Month-to-month,No,Electronic check,81.05,5135.35,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
2751,1810-MVMAI,2017-08-01,,Month-to-month,No,Electronic check,67.6,2000.2,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
2752,9506-UXUSK,2019-01-01,,Month-to-month,Yes,Electronic check,70.15,931.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2753,1229-RCALF,2014-10-01,,One year,Yes,Electronic check,115.0,7396.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2754,3572-UOLYZ,2016-04-01,,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,Yes,Yes,0
2755,1429-UYJSV,2019-02-01,,One year,No,Mailed check,19.7,260.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2756,5577-OTWWW,2018-09-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),19.75,297.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2757,6100-QQHEB,2018-06-01,2019-11-01,Month-to-month,Yes,Electronic check,92.55,1515.1,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
2758,6366-XIVKZ,2019-01-01,,Month-to-month,Yes,Mailed check,63.15,816.8,DSL,Yes,No,Yes,No,No,Yes,Female,0,Yes,Yes,No,0
2759,3470-OBUET,2014-07-01,,Two year,No,Credit card (automatic),74.0,4868.4,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
2760,2770-NSVDG,2018-02-01,,Month-to-month,No,Electronic check,29.1,688.0,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,0
2762,2634-HCZGT,2015-05-01,2019-10-01,One year,Yes,Electronic check,60.05,3229.65,DSL,Yes,No,No,Yes,No,No,Male,1,Yes,No,Yes,1
2763,7503-QQRVF,2018-07-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,Fiber optic,No,Yes,No,No,No,No,Male,1,Yes,No,No,1
2764,4860-YZGZM,2019-04-01,,Month-to-month,No,Electronic check,20.0,185.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2765,6599-GZWCM,2019-01-01,,One year,Yes,Mailed check,74.65,966.25,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,0
2766,2691-NZETQ,2019-04-01,2020-01-01,Month-to-month,Yes,Electronic check,85.35,758.6,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
2767,4404-HIBDJ,2017-12-01,2020-01-01,One year,No,Mailed check,74.3,1863.8,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,1
2768,5533-NHFRF,2019-07-01,,Month-to-month,Yes,Electronic check,44.4,265.8,DSL,No,Yes,No,Yes,No,Yes,Male,1,No,No,No,0
2769,7037-MTYVW,2016-12-01,,Two year,Yes,Bank transfer (automatic),85.4,3297.0,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2770,4760-THGOT,2016-07-01,,Month-to-month,Yes,Electronic check,94.1,4107.3,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,0
2771,7295-JOMMD,2019-09-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,Yes,No,1
2772,4016-BJKTZ,2018-01-01,,Two year,No,Electronic check,108.9,2809.05,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2773,6584-VQMYT,2017-11-01,,One year,No,Mailed check,56.2,1567.55,DSL,Yes,Yes,No,No,No,No,Male,0,No,Yes,No,0
2774,9838-BFCQT,2014-02-01,,Two year,No,Mailed check,26.1,1851.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2775,2790-XUYMV,2014-03-01,,One year,Yes,Credit card (automatic),85.45,6028.95,Fiber optic,Yes,Yes,No,No,No,No,Male,0,No,Yes,Yes,0
2776,0581-MDMPW,2018-02-01,,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,0
2777,5013-SBUIH,2015-11-01,2020-01-01,Two year,Yes,Electronic check,109.65,5551.15,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,1
2778,1023-BQXZE,2015-05-01,,Two year,Yes,Bank transfer (automatic),74.35,4317.35,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
2779,9163-GHAYE,2018-11-01,,Month-to-month,No,Electronic check,48.85,736.8,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
2780,3904-UKFRE,2019-10-01,,Month-to-month,Yes,Electronic check,80.1,336.15,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,Yes,0
2781,5353-WILCI,2017-10-01,,Month-to-month,No,Electronic check,56.05,1522.65,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,0
2782,0709-TVGUR,2019-02-01,2019-11-01,Month-to-month,Yes,Electronic check,74.55,622.9,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
2783,0058-EVZWM,2015-07-01,,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,Fiber optic,Yes,No,No,No,Yes,No,Female,0,Yes,No,Yes,0
2784,6023-YEBUP,2019-09-01,2019-12-01,Month-to-month,Yes,Electronic check,100.95,329.95,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
2785,7209-JCUDS,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,94.9,1048.85,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,1
2786,7009-PCARS,2015-07-01,,One year,No,Bank transfer (automatic),19.1,1001.5,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
2787,0519-DRGTI,2018-06-01,,Month-to-month,No,Mailed check,20.35,442.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2788,1017-FBQMM,2014-12-01,,One year,Yes,Credit card (automatic),106.05,6703.5,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2789,3001-CBHLQ,2017-03-01,2019-11-01,Month-to-month,Yes,Electronic check,104.9,3351.55,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,1
2790,1985-MBRYP,2016-07-01,,Two year,Yes,Bank transfer (automatic),19.65,779.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2791,6158-DWPZT,2019-02-01,2019-11-01,One year,No,Bank transfer (automatic),24.1,259.8,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,1
2792,9372-TXXPS,2015-02-01,,Two year,No,Bank transfer (automatic),59.85,3483.45,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,No,0
2793,3259-QMXUN,2015-04-01,,Two year,Yes,Electronic check,86.1,4890.5,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
2794,1015-JPFYW,2019-07-01,,One year,No,Mailed check,19.45,136.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
2795,6645-MXQJT,2019-12-01,,Month-to-month,No,Electronic check,97.1,184.15,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,0
2796,4360-QRAVE,2017-01-01,,Month-to-month,No,Electronic check,36.65,1315.0,DSL,No,Yes,Yes,No,No,No,Male,1,No,No,No,0
2797,8433-WPJTV,2014-09-01,,One year,Yes,Bank transfer (automatic),103.9,6767.1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,0
2798,5804-JMYIO,2016-11-01,,Two year,No,Mailed check,19.75,757.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2799,3763-GCZHZ,2014-07-01,2020-01-01,One year,Yes,Electronic check,104.05,6890.0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,1
2800,6484-LATFU,2014-06-01,,Two year,No,Mailed check,24.55,1657.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
2801,7599-NTMDP,2014-12-01,,Two year,No,Bank transfer (automatic),48.7,3008.55,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,No,0
2802,0772-GYEQQ,2019-08-01,2019-11-01,Month-to-month,Yes,Mailed check,88.35,262.05,Fiber optic,No,No,Yes,Yes,Yes,No,Male,0,No,No,No,1
2803,0536-ACXIP,2014-02-01,,Two year,Yes,Electronic check,109.55,8165.1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
2804,0936-NQLJU,2016-09-01,,Two year,No,Credit card (automatic),20.65,875.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
2805,4831-EOBFE,2017-05-01,2019-10-01,Month-to-month,No,Credit card (automatic),94.65,2649.15,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,1
2806,1575-KRZZE,2019-10-01,,Month-to-month,No,Electronic check,55.2,220.65,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,0
2807,3251-YMVWZ,2015-09-01,,One year,No,Bank transfer (automatic),24.05,1301.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
2808,4102-OQUPX,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,74.4,74.4,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,1
2809,9170-GYZJC,2016-05-01,2019-10-01,Month-to-month,No,Credit card (automatic),79.9,3326.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,1
2810,4884-LEVMQ,2016-11-01,,Two year,Yes,Bank transfer (automatic),20.45,790.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2811,8857-CUPFQ,2014-11-01,,Two year,No,Mailed check,19.25,1237.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2812,7610-TVOPG,2018-11-01,,Month-to-month,Yes,Electronic check,26.35,378.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
2813,3638-DIMPH,2019-01-01,,One year,No,Electronic check,43.8,592.65,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,0
2814,1845-ZLLIG,2020-01-01,,Month-to-month,Yes,Mailed check,50.15,50.15,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
2815,8559-WNQZS,2020-01-01,,Two year,No,Mailed check,20.45,20.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2816,3999-QGRJH,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,69.7,560.85,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,1
2817,1699-UOTXU,2015-02-01,,Two year,No,Electronic check,61.4,3638.25,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,0
2818,2454-RPBRZ,2018-10-01,2019-10-01,Month-to-month,Yes,Electronic check,98.1,1060.2,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,Yes,No,Yes,1
2819,0635-WKOLD,2016-10-01,,One year,No,Credit card (automatic),70.75,2921.75,DSL,No,Yes,No,Yes,Yes,No,Male,0,Yes,No,Yes,0
2820,5993-JSUWV,2014-08-01,,Two year,Yes,Bank transfer (automatic),61.15,4017.45,DSL,Yes,Yes,Yes,No,No,No,Female,0,No,No,No,0
2821,4518-FZBSX,2016-08-01,,One year,No,Mailed check,20.25,854.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2822,5387-ASZNZ,2014-08-01,,One year,Yes,Credit card (automatic),63.85,4174.35,DSL,Yes,Yes,No,Yes,No,No,Female,1,No,No,Yes,0
2823,6988-CJEYV,2016-01-01,,Month-to-month,No,Electronic check,98.7,4920.55,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0
